800.000000	-72076.867489
810.000000	-72636.707356
820.000000	-73200.188139
830.000000	-73767.268594
840.000000	-74337.908100
850.000000	-74912.066626
860.000000	-75489.704713
870.000000	-76070.783450
880.000000	-76655.264454
890.000000	-77243.109851
900.000000	-77834.282257
910.000000	-78428.744759
920.000000	-79026.460904
930.000000	-79627.394675
940.000000	-80231.508607
950.000000	-80838.748668
960.000000	-81449.049297
970.000000	-82062.347143
980.000000	-82678.580704
990.000000	-83297.690133
1000.000000	-83919.617074
1010.000000	-84544.304515
1020.000000	-85171.696669
1030.000000	-85801.738864
1040.000000	-86434.377456
1050.000000	-87069.559751
1060.000000	-87707.233943
1070.000000	-88347.349063
1080.000000	-88989.854939
1090.000000	-89634.702167
1100.000000	-90281.842091
1110.000000	-90931.226802
1120.000000	-91582.809135
1130.000000	-92236.542688
1140.000000	-92892.381852
1150.000000	-93550.281853
1160.000000	-94210.198811
1170.000000	-94872.089817
1180.000000	-95535.913029
1190.000000	-96201.627797
1200.000000	-96869.194810
1210.000000	-97538.576279
1220.000000	-98209.736160
1230.000000	-98882.640422
1240.000000	-99557.257375
1250.000000	-100233.558060
1260.000000	-100911.516750
1270.000000	-101591.111490
1280.000000	-102272.324870
1290.000000	-102955.144840
1300.000000	-103639.565840
1310.000000	-104325.590150
1320.000000	-105013.229530
1330.000000	-105702.507410
1340.000000	-106393.461650
1350.000000	-107086.148070
1360.000000	-107780.645210
1370.000000	-108477.060730
1380.000000	-109175.523710
1390.000000	-109871.394820
1400.000000	-110567.556790
1410.000000	-111263.987090
1420.000000	-111960.654550
1430.000000	-112657.520370
1440.000000	-113354.538770
1450.000000	-114051.657590
1460.000000	-114748.818620
1470.000000	-115445.957920
1480.000000	-116143.005900
1490.000000	-116839.887420
1500.000000	-117536.521740
1510.000000	-118232.822340
1520.000000	-118928.696780
1530.000000	-119624.046370
1540.000000	-120318.765840
1550.000000	-121012.742870
1560.000000	-121705.857600
1570.000000	-122397.982010
1580.000000	-123088.979220
1590.000000	-123778.702700
1600.000000	-124466.995300
1610.000000	-125153.688250
1620.000000	-125838.599890
1630.000000	-126521.534300
1640.000000	-127202.279670
1650.000000	-127880.606480
1660.000000	-128556.265310
1670.000000	-129228.984370
1680.000000	-129898.466550
1690.000000	-130564.385960
1700.000000	-131226.383930
1710.000000	-131884.064090
1720.000000	-132536.986630
1730.000000	-133184.661120
1740.000000	-133826.539360
1750.000000	-134462.005070
1760.000000	-135090.359460
1770.000000	-135710.806160
1780.000000	-136322.424770
1790.000000	-136924.153430
1800.000000	-137514.747730
